UHI,NDVI,NDBI,NDWI,SI,NDMI,NPCRI,Coastal_Aerosol,Building_Count,Total_Building_Area_m2,Building_Density,Building_Height,Building_Construction_Year,Ground_Elevation,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
1.030288903,0.25056945353842086,-0.034841212026741904,-0.2765406687034939,0.2267699847753682,0.034841212026741904,0.10764772645997978,887.4519230769231,1,144.3169185194026,0.07361820495536038,65.1,1928.0,34.0,27.2,47.3,2.6,165.0,621.0
1.030288903,0.3112181807987144,-0.04811048247928453,-0.32106818466648496,0.2779014184339979,0.04811048247928453,0.09804489612423446,840.9029126213592,1,218.39434304501256,0.11140620013463082,65.1,1928.0,34.0,27.2,47.3,2.6,165.0,621.0
1.023797758,0.35361198842690766,-0.05494835405216409,-0.3521695570898766,0.31519740154582965,0.05494835405216409,0.09051178762877393,831.4571428571429,2,254.69755919262403,0.1299250102258908,61.06999999999999,1924.0,34.0,27.2,47.3,2.6,165.0,621.0
1.023797758,0.3861097892268477,-0.07286778473815331,-0.3784075702486313,0.3316442789806013,0.07286778473815331,0.08929369877154827,825.0,3,235.46136303663883,0.12011234067986266,50.449999999999996,1922.6666666666667,33.666666666666664,27.2,47.3,2.6,165.0,621.0
1.021634043,0.3825726767614683,-0.0691460939133508,-0.37645975075494825,0.33142449163825766,0.0691460939133508,0.09040204359553672,869.7735849056604,5,248.51662173400004,0.12677202216701933,70.714768798,1932.4,33.8,27.2,47.3,2.6,165.0,621.0
1.021634043,0.38152936548956917,-0.07236257291155926,-0.37852333947905137,0.3264203724044456,0.07236257291155926,0.10159393496737494,921.3823529411765,5,317.23843576708964,0.1618280408434929,70.714768798,1932.4,33.8,27.2,47.3,2.6,165.0,621.0
1.015142899,0.3687755081464252,-0.07503752903671321,-0.3666487315671278,0.31037661234933184,0.07503752903671321,0.10603304162318543,987.8529411764706,6,386.97972100283835,0.1974041069242713,60.795640665,1932.1666666666667,34.166666666666664,27.2,47.3,2.6,165.0,621.0
1.015142899,0.3474102461756452,-0.06476442064824343,-0.3467200890577723,0.2971900798613516,0.06476442064824343,0.10662445952532779,1046.6538461538462,5,466.6120815026441,0.23802575750533142,59.93476879800001,1933.0,34.2,27.2,47.3,2.6,165.0,621.0
1.012979184,0.3255286077819955,-0.05613105173821102,-0.3305192178338428,0.28294074753617815,0.05613105173821102,0.10730041977712686,1113.904761904762,6,518.3272325944647,0.264406424656124,56.742307331666666,1934.5,33.5,27.2,47.3,2.6,165.0,621.0
1.012979184,0.30339710676210774,-0.03641843952422579,-0.3121530192897191,0.2770252666326843,0.03641843952422579,0.10319321074519118,1164.0,6,541.5066068140226,0.2762305679376239,60.005640664999994,1936.3333333333333,33.5,27.2,47.3,2.6,165.0,621.0
1.010815469,0.272785890672365,-0.002960602763940071,-0.2831760365947236,0.27595628703842795,0.002960602763940071,0.09550756307079257,1164.0,7,552.6998107583587,0.28194038761984014,58.737691998571435,1935.5714285714287,33.142857142857146,27.2,47.3,2.6,165.0,621.0
1.010815469,0.24919104232713576,0.016741235527545115,-0.2590119841334706,0.2698955583980348,-0.016741235527545115,0.0875739640277383,1160.951923076923,8,545.0628727079842,0.2780446720171594,64.21548049875,1934.5,32.625,26.8,46.7,3.4,196.0,605.0
1.010815469,0.20765440710571909,0.042006093794812564,-0.22421779793119284,0.25066129332412923,-0.042006093794812564,0.08205475091409503,1180.7378640776699,8,612.3558027431286,0.3123717957300184,69.14173049875,1934.5,32.125,26.8,46.7,3.4,196.0,605.0
1.010815469,0.16548554448350677,0.0592189348505998,-0.18866954278355208,0.22335360280909314,-0.0592189348505998,0.07838358843957746,1204.637254901961,8,682.4745922088124,0.34814043233341707,46.795,1927.75,32.0,26.8,46.7,3.4,196.0,605.0
1.010815469,0.13171356231143166,0.0671320454421553,-0.1594721959341401,0.1960155288207409,-0.0671320454421553,0.07961618904365488,1227.990099009901,8,774.6228376973193,0.3951466218450772,47.63875,1938.875,32.0,26.8,46.7,3.4,196.0,605.0
1.010815469,0.10863985874510969,0.07149366469864263,-0.14526572973363272,0.1773311452382517,-0.07149366469864263,0.08802664569953078,1235.5728155339805,7,834.9053842399013,0.42589764474837244,47.47428571428572,1940.0,31.857142857142858,26.8,46.7,3.4,196.0,605.0
1.010815469,0.09404139531994644,0.07108656535983228,-0.13534164273104649,0.16275364615214638,-0.07108656535983228,0.09234402967606008,1244.8095238095239,6,818.8552991083446,0.41771025779701426,46.86500000000001,1941.5,32.0,26.8,46.7,3.4,196.0,605.0
1.010815469,0.08477868445717886,0.06900530070298032,-0.12986271430985485,0.15168542524404272,-0.06900530070298032,0.09581079834927249,1237.9714285714285,6,729.4516671534034,0.37210413642437545,46.86500000000001,1941.5,32.0,26.8,46.7,3.4,196.0,605.0
1.010815469,0.08419798828341654,0.06555417164335758,-0.12819924687964598,0.1479642426545775,-0.06555417164335758,0.09607271813557701,1224.25,6,615.9466754863826,0.31420355328330046,43.05333333333334,1936.5,32.333333333333336,26.8,46.7,3.4,196.0,605.0
1.010815469,0.08307962221947252,0.06359805610101395,-0.1250115458769556,0.1450447997888864,-0.06359805610101395,0.09512012071813941,1207.25,6,520.6041326340604,0.2655679052022652,43.05333333333334,1936.5,32.333333333333336,26.8,46.7,3.4,196.0,605.0
1.012979184,0.08947344686619478,0.07164168723063588,-0.1295057195579191,0.15934286347429635,-0.07164168723063588,0.09615945298011634,1168.3490566037735,6,432.9449238838622,0.22085164004267352,44.63166666666667,1940.5,34.166666666666664,26.8,46.7,3.4,196.0,605.0
1.012979184,0.10148298255755561,0.06850918275867313,-0.14076391632944754,0.16800348655453803,-0.06850918275867313,0.09545964470231666,1129.047619047619,6,379.9098759042529,0.19379767386680882,41.54500000000001,1937.3333333333333,34.5,26.8,46.7,3.4,196.0,605.0
1.012979184,0.11405260284801232,0.06720304387685314,-0.15298965788174196,0.17904852256321208,-0.06720304387685314,0.09713339602308856,1070.576923076923,6,403.09417174610286,0.2056243277397451,41.54500000000001,1937.3333333333333,34.5,26.8,46.7,3.4,196.0,605.0
1.012979184,0.13586251758897905,0.06008187280525094,-0.17072931757597926,0.19378640143616715,-0.06008187280525094,0.09370973043143857,1013.2815533980582,5,482.1818487678445,0.24596812717666375,33.402,1915.6,35.0,26.8,46.7,3.4,196.0,605.0
1.012979184,0.17778687065990081,0.0393129924734328,-0.2084726292342105,0.2165146728446268,-0.0393129924734328,0.09314116858105431,958.9903846153846,4,610.927468975284,0.31164318144517683,38.9775,1919.25,35.25,26.8,46.7,3.4,196.0,605.0
1.012979184,0.23796984967620038,0.009981561400258606,-0.26215732170713785,0.2526248271013807,-0.009981561400258606,0.08711430964166426,894.96,4,661.4387479987597,0.3374097355668937,38.9775,1919.25,35.25,26.8,46.7,3.4,196.0,605.0
1.012979184,0.30441722096142715,-0.017649670551501604,-0.32155817708707324,0.29905115147509104,0.017649670551501604,0.08510242505073805,849.6019417475728,3,624.0980178193975,0.3183616741535791,42.39,1925.3333333333333,36.0,26.8,46.7,3.4,196.0,605.0
1.012979184,0.3646706647535285,-0.040022016008820424,-0.372690780500359,0.34217833682558424,0.040022016008820424,0.08543314208017799,832.8235294117648,3,578.2503829453523,0.29497411422230385,42.39,1925.3333333333333,36.0,26.8,46.7,3.4,196.0,605.0
1.012979184,0.3817811883864012,-0.04031600145817635,-0.386867601550563,0.3593823638277978,0.04031600145817635,0.09000479389998299,833.0769230769231,3,560.7624016961071,0.28605323508235414,42.39,1925.3333333333333,36.0,26.8,46.7,3.4,196.0,605.0
1.012979184,0.41972673249681874,-0.05293044497121158,-0.4169658837874937,0.3858432863729673,0.05293044497121158,0.09441128362818196,809.5428571428571,1,552.8791587507947,0.28203187569836685,34.45,1965.0,37.0,26.8,46.7,3.4,196.0,605.0
1.012979184,0.414594253754449,-0.04811445255213684,-0.4117868138994189,0.3839762111762493,0.04811445255213684,0.09542666163777784,802.8543689320388,1,551.1967615997721,0.28117365990370913,34.45,1965.0,37.0,26.8,46.7,3.4,196.0,605.0
1.015142899,0.41296022181320374,-0.04293704581931905,-0.4079254647117543,0.38706968326419033,0.04293704581931905,0.0938281412395849,787.1456310679612,1,550.9326982469331,0.28103895726354433,34.45,1965.0,37.0,26.8,46.7,3.4,196.0,605.0
1.015263105,0.3947114380009401,-0.02799451993702833,-0.3924890030740607,0.3803638044991569,0.02799451993702833,0.0953770985489348,777.3584905660377,2,553.3522566708349,0.28227320997654054,47.115,1947.0,35.5,26.8,46.7,3.4,196.0,605.0
1.015263105,0.34718145289105895,0.005035375449353661,-0.3496099458000333,0.35693828604425154,-0.005035375449353661,0.09581151123003592,760.4356435643564,2,594.8146442013638,0.30342379006735953,47.115,1947.0,35.5,26.8,46.7,3.4,196.0,605.0
1.019590535,0.25659528474825893,0.045375029618953816,-0.2675745932276093,0.2995885252931558,-0.045375029618953816,0.0885155125458223,722.7692307692307,2,764.6885881139364,0.3900790134971503,47.115,1947.0,35.5,26.8,46.7,3.4,196.0,605.0
1.019590535,0.22734954969684487,0.04540435273126239,-0.2419681463358898,0.27030289506889327,-0.04540435273126239,0.08591249976888314,720.2962962962963,2,741.7778848867233,0.3783919232866001,47.115,1947.0,35.5,26.8,46.7,3.4,196.0,605.0
1.02175425,0.21111278859260635,0.04221946196389322,-0.2308319017054457,0.2510144701856719,-0.04221946196389322,0.08580137031086557,715.2307692307693,3,630.9640523015962,0.3218641403824648,42.97666666666667,1938.0,34.0,26.8,46.7,3.4,196.0,605.0
1.02175425,0.21702566194531686,0.03251951658542547,-0.23867323801768628,0.24954320114956752,-0.03251951658542547,0.08522426074919903,728.6078431372549,3,512.4425235536286,0.26140454712018035,42.97666666666667,1938.0,34.0,26.8,46.7,3.4,196.0,605.0
1.023917965,0.2563411185400716,0.010893538101465197,-0.2763891127369517,0.27300854858175,-0.010893538101465197,0.08197050379297921,777.1538461538462,4,393.8641511871516,0.20091595707624604,43.745000000000005,1935.5,37.0,26.8,46.7,3.4,196.0,605.0
1.02175425,0.27401659219912317,0.006094509783686979,-0.2919087715871784,0.2872693498283769,-0.006094509783686979,0.08125035975435964,803.6320754716982,4,397.0296119322302,0.20253070564820863,43.745000000000005,1935.5,37.0,26.8,46.7,3.4,196.0,605.0
1.02175425,0.2853165544324119,0.01381087915059347,-0.2977133501147132,0.30395705364414466,-0.01381087915059347,0.09304375122992418,887.0192307692307,2,641.3620811676361,0.3271683294377532,40.25,1946.5,41.5,26.8,46.7,3.4,196.0,605.0
1.019590535,0.3025054386336389,0.013614322490221997,-0.311662900368804,0.3236234654747157,-0.013614322490221997,0.09877330275881678,912.6634615384615,2,653.2722646654074,0.3332438910515711,40.25,1946.5,41.5,26.8,46.7,3.4,196.0,605.0
1.019590535,0.348863552481127,-0.01078810283860177,-0.3507358477220839,0.3514306593205398,0.01078810283860177,0.09815801213904307,938.504854368932,3,578.3734888500233,0.2950369123712622,29.46666666666667,1941.3333333333333,40.666666666666664,26.8,46.7,3.4,196.0,605.0
1.019590535,0.39643595175485097,-0.03325540045476591,-0.3901324016231632,0.3819238555480964,0.03325540045476591,0.09560115796005142,962.4811320754717,3,514.6550548926327,0.2625331922323008,29.46666666666667,1941.3333333333333,40.666666666666664,26.8,46.7,3.4,196.0,605.0
1.019590535,0.4412805252022946,-0.05780096608998629,-0.42393666257762885,0.4073240585163048,0.05780096608998629,0.08673623190570337,987.1538461538462,3,471.2781252877543,0.24040597578150857,29.46666666666667,1941.3333333333333,40.666666666666664,26.8,46.7,3.4,196.0,605.0
1.019590535,0.4486382195486934,-0.06665549352771141,-0.42820882981986236,0.40666309317892224,0.06665549352771141,0.08163657109699211,996.4666666666667,2,381.33146078142914,0.19452284544208076,21.175,1948.0,38.0,26.8,46.7,3.4,196.0,605.0
1.019590535,0.4413103848019333,-0.07529257085231648,-0.41891926482734176,0.39137612142693096,0.07529257085231648,0.0769991620632877,1009.6057692307693,2,307.7871359364351,0.1570067923314763,21.175,1948.0,38.0,26.8,46.7,3.4,196.0,605.0
1.01742682,0.3763530664955027,-0.061934221516496205,-0.3626856739994014,0.3349728372073543,0.061934221516496205,0.07460589139590273,1025.0285714285715,3,180.83448568192972,0.0922463586840058,20.07,1942.3333333333333,37.0,26.8,46.7,3.4,196.0,605.0
1.019590535,0.34432362351784884,-0.05024827500549885,-0.3359977484262991,0.31142000384494084,0.05024827500549885,0.07336620240611993,1031.2718446601941,3,144.59636781997628,0.07376075619702041,20.07,1942.3333333333333,37.0,26.8,46.7,3.4,196.0,605.0
1.019590535,0.29532776848015135,-0.028115292756860453,-0.2948751425819221,0.2794315968922719,0.028115292756860453,0.07348576306658904,1047.8155339805826,3,160.90156806716305,0.08207828116945312,20.07,1942.3333333333333,37.0,26.8,46.7,3.4,196.0,605.0
1.019590535,0.24552335153985638,-0.004117142604274386,-0.2521242377736566,0.24867058122501773,0.004117142604274386,0.07306098700195841,1068.495145631068,2,201.94505066447994,0.10301517162413482,12.879999999999999,1931.0,37.0,26.8,46.7,3.4,196.0,605.0
1.019590535,0.19876212623530787,0.022561992201454814,-0.21317129943367813,0.2240294897210356,-0.022561992201454814,0.07265130554101289,1093.3106796116506,2,217.18533313869068,0.11078946621260907,12.879999999999999,1931.0,37.0,26.8,46.7,3.4,196.0,605.0
1.019590535,0.14608600193779148,0.06047012435299023,-0.17112359771003022,0.20515113957736095,-0.06047012435299023,0.07465293434537568,1131.548076923077,3,225.8877657706576,0.11522870643446047,14.023333333333333,1931.0,35.666666666666664,26.8,46.7,3.4,196.0,605.0
1.019590535,0.1445620955850314,0.08462766350457307,-0.17219631985667364,0.2269735511209694,-0.08462766350457307,0.07318093212133557,1169.057142857143,4,369.9339984212163,0.1887088305071747,33.0225,1946.75,37.25,26.8,46.7,3.4,196.0,605.0
1.02175425,0.18712831790585727,0.05914747880599115,-0.20832427919958205,0.24887021306864623,-0.05914747880599115,0.06805794492462888,1255.3173076923076,3,743.6121005564704,0.3793275839563814,35.723333333333336,1962.0,35.333333333333336,26.8,46.7,3.4,196.0,605.0
1.02175425,0.205595868893323,0.028014679954893852,-0.22014471827657348,0.2387650758380307,-0.028014679954893852,0.066103507828529,1269.1153846153845,3,939.8986742592945,0.4794562823921329,35.723333333333336,1962.0,35.333333333333336,26.8,46.7,3.4,196.0,605.0
1.02175425,0.21449665625359995,0.009562845339183374,-0.22733444100354488,0.230706159839361,-0.009562845339183374,0.07101747757118052,1280.2427184466019,3,997.2334124820123,0.5087035844551479,35.723333333333336,1962.0,35.333333333333336,26.8,46.7,3.4,196.0,605.0
1.023917965,0.21066135309289127,0.010969682673260248,-0.22218436971756636,0.2283319529826727,-0.010969682673260248,0.07284623684216687,1289.3495145631068,2,951.2901158256041,0.48526722603306577,44.655,1977.5,35.5,26.8,46.7,3.4,196.0,605.0
1.023917965,0.20894136462254867,0.01696870247014411,-0.22051129372333275,0.232040060733901,-0.01696870247014411,0.07467242465336525,1292.883495145631,2,887.3531732965561,0.45265204141716964,44.655,1977.5,35.5,26.8,46.7,3.4,196.0,605.0
1.015263105,0.13040083493738222,0.12441811667240206,-0.16273372239937822,0.2521901445440679,-0.12441811667240206,0.0867068509453791,1329.0934579439252,6,500.8648281015541,0.255498592597662,36.46666666666667,1941.1666666666667,33.0,26.8,46.7,3.4,196.0,605.0
